"id","otel_ad","fiyat","imageurl","score","bolge","denize_uzakligi","plaj","iskele","a_la_carte_restoran","asansor","acik_restoran","kapali_restoran","acik_havuz","kapali_havuz","bedensel_engelli_odasi","bar","su_kaydiragi","balo_salonu","kuafor","otopark","market","sauna","doktor","beach_voley","fitness","canli_eglence","wireless_internet","animasyon","sorf","parasut","arac_kiralama","kano","spa","masaj","masa_tenisi","cocuk_havuzu","cocuk_parki","hava_alanina_uzakligi"
722,Mon Amour Alaçatı,7347.0,https://cdn.tatilsepeti.com/Files/Images/Tesis/12840/1050X700/tsr12840638089577732959989.jpg,,Çeşme Alaçatı ,750.0,,"0",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85
724,Monreve Alaçatı,26700.0,https://cdn.tatilsepeti.com/Files/Images/Tesis/13172/1050X700/tsr13172638209780562279741.jpg,,Çeşme Alaçatı ,,,"0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68
883,Mg Club Akman Beach,18931.2,https://cdn.tatilsepeti.com/Files/Images/Tesis/13865/1050X700/tsr13865638473104471648799.jpg,,Antalya Kemer ,,-1.0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
721,Modern Life Bodrum Otel,8429.0,https://cdn.tatilsepeti.com/Files/TesisResim/10330/tsr10330637049351123650001.jpg,6.5,Bodrum Gümbet ,300.0,-1.0,"0",1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,1,38
885,Mono Life Hotel,11800.0,https://cdn.tatilsepeti.com/Files/Images/Tesis/13530/1050X700/tsr13530638350640787395595.jpg,,İzmir Bayraklı ,,,"0",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18
326,Kleopatra Beach Hotel,7875.0,https://cdn.tatilsepeti.com/Files/Images/Tesis/00583/1050X700/tsr00583638458530116188406.jpg,8.9,Antalya Alanya Kleopatra ,50.0,2.0,"0",1,1,1,1,2,0,0,2,1,0,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,0,48
725,Mons Casa Boutique Otel,12000.0,https://cdn.tatilsepeti.com/Files/Images/Tesis/11622/1050X700/tsr11622637564236548554880.jpg,,Marmaris İçmeler ,,-1.0,"0",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,160
726,Moy Side,4800.0,https://cdn.tatilsepeti.com/Files/Images/Tesis/12430/1050X700/tsr12430637933502276217952.jpg,,Antalya Side ,100.0,-1.0,"0",0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,70
434,Lara Otel,8158.2,https://cdn.tatilsepeti.com/Files/TesisResim/02407/tsr02407635870720431752164.jpg,8.1,Antalya Lara ,0.0,,"0",2,1,1,1,1,0,0,3,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,12
327,Kleopatra Royal Palm Hotel,7875.0,https://cdn.tatilsepeti.com/Files/Images/Tesis/03134/1050X700/tsr03134638456938145193484.jpg,6.6,Antalya Alanya ,,2.0,"0",1,0,1,1,2,0,1,2,1,0,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,1,118
328,Laren Seaside Hotel Spa,11156.5,https://cdn.tatilsepeti.com/Files/Images/Tesis/10400/1050X700/tsr10400637061501430385178.jpg,,Antalya Lara ,,2.0,"0",0,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,7
435,Lara World Hotel,5925.0,https://cdn.tatilsepeti.com/Files/Images/Tesis/03569/1050X700/tsr03569638297268635465280.jpg,7.4,Antalya Lara Örnekköy ,200.0,2.0,"0",0,1,1,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,10
296,Royal Atlantis Beach,21692.0,https://cdn.tatilsepeti.com/Files/Images/Tesis/02384/1050X700/tsr02384637438886204405170.jpg,6.6,Antalya Side Çolaklı ,0.0,2.0,"0",2,1,1,1,2,1,1,4,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,50
727,Mucho Butik Otel,8000.0,https://cdn.tatilsepeti.com/Files/Images/Tesis/11221/1050X700/tsr11221638194112063823698.jpg,7.9,Bodrum Bodrum Merkez ,300.0,2.0,"0",1,0,1,1,0,0,0,2,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,20
436,Lavitas Hotel,7140.0,https://cdn.tatilsepeti.com/Files/Images/Tesis/03671/1050X700/tsr03671637800888408064682.jpg,,Antalya Side Kumköy ,600.0,2.0,"0",0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,65
728,My Bitez Suites,14000.0,https://cdn.tatilsepeti.com/Files/TesisResim/10582/tsr10582637128749348052498.jpg,,Bodrum Bitez ,,-1.0,"0",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,40
437,Lonicera City Kleopatra Hotel,6068.7,https://cdn.tatilsepeti.com/Files/Images/Tesis/04059/1050X700/tsr04059638245948717842453.jpg,7.7,Antalya Alanya ,50.0,-1.0,"0",0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,120
717,Lupia Suite,19465.6,https://cdn.tatilsepeti.com/Files/Images/Tesis/13977/1050X700/tsr13977638500874902619645.jpg,,Antalya Kalkan ,,,"0",1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0
729,Nebilux Hotel,13176.4,https://cdn.tatilsepeti.com/Files/Images/Tesis/11945/1050X700/tsr11945638034197363078135.jpg,,Antalya Muratpaşa ,,-1.0,"0",1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,12
329,Latanya Palm Hotel,7200.0,https://cdn.tatilsepeti.com/Files/TesisResim/02034/tsr02034637051789687763632.jpg,8.1,Antalya Antalya Merkez Muratpaşa ,750.0,-1.0,"0",1,1,0,1,0,1,1,1,0,0,1,1,0,1,1,0,1,0,1,0,0,0,1,0,1,1,0,1,0,8
731,Nills Stone House Otel,28920.3,https://cdn.tatilsepeti.com/Files/Images/Tesis/13087/1050X700/tsr13087638181054069108066.jpg,,Çeşme Çiftlikköy ,,,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
730,Neva Hotel Alaçatı,10431.0,https://cdn.tatilsepeti.com/Files/Images/Tesis/13306/1050X700/tsr13306638251838021739582.jpg,,Çeşme Alaçatı ,,,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
732,Nilus Butik Otel,5700.0,https://cdn.tatilsepeti.com/Files/Images/Tesis/13514/1050X700/tsr13514638494980152637457.jpg,,İzmir Urla ,750.0,,"0",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,47
438,Lupo Libero Hotel Spa,9830.6,https://cdn.tatilsepeti.com/Files/Images/Tesis/13477/1050X700/tsr13477638332414626192687.jpg,,Antalya Muratpaşa ,500.0,,"0",0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,12
330,Meriç Hotel Turunç,7481.2,https://cdn.tatilsepeti.com/Files/Images/Tesis/06091/1050X700/tsr06091637999692713283575.jpg,7.4,Marmaris Turunç ,100.0,2.0,"0",0,0,1,1,1,0,0,2,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,115
439,Marbas Select Beach,3752.0,https://cdn.tatilsepeti.com/Files/Images/Tesis/03200/1050X700/tsr03200638245881293920318.jpg,7.5,Marmaris İçmeler ,0.0,2.0,"1",1,1,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,110
733,Nixie Hotel Beach Yalıkavak - Adult Only,8550.9,https://cdn.tatilsepeti.com/Files/Images/Tesis/12338/1050X700/tsr12338637862432172569801.jpg,,Bodrum Yalıkavak ,0.0,2.0,"1",1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,50
440,Marin Hotel Kemer,4500.0,https://cdn.tatilsepeti.com/Files/TesisResim/05998/tsr05998635900988918594152.jpg,,Antalya Kemer Beldibi ,300.0,2.0,"0",0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,45
734,No81 Hotel,12800.0,https://cdn.tatilsepeti.com/Files/Images/Tesis/06107/1050X700/tsr06107638394581408532651.jpg,9.2,Bodrum Türkbükü ,0.0,2.0,"1",1,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0,1,0,1,0,0,1,1,1,0,1,0,0,0,38
331,Monte Carlo Hotel,10260.0,https://cdn.tatilsepeti.com/Files/Images/Tesis/02907/1050X700/tsr02907637528976291188590.jpg,0.7,Antalya Alanya Obagöl ,50.0,2.0,"0",0,1,1,1,1,0,1,1,1,0,0,1,0,1,1,1,0,1,1,1,0,0,1,0,1,1,1,1,0,115
735,Odette Bodrum,15000.0,https://cdn.tatilsepeti.com/Files/Images/Tesis/11650/1050X700/tsr11650638198277251558381.jpg,,Bodrum Ortakent Yahşi ,750.0,,"0",0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,47
332,Munamar Park Otel,7335.5,https://cdn.tatilsepeti.com/Files/Images/Tesis/11414/1050X700/tsr11414637878836327076129.jpg,7.6,Marmaris İçmeler Altınsahil Mevkii ,200.0,-1.0,"0",0,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,95
736,Olympos Forest House Hotel,14400.0,https://cdn.tatilsepeti.com/Files/Images/Tesis/11095/1050X700/tsr11095637287828750043046.jpg,,Antalya Olimpos ,750.0,-1.0,"0",0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,90
441,Maris Beach Hotel,7247.0,https://cdn.tatilsepeti.com/Files/TesisResim/04503/tsr04503636324383576175114.jpg,0.8,Marmaris Siteler ,0.0,-1.0,"0",1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,100
297,Sesin Hotel,5280.0,https://cdn.tatilsepeti.com/Files/Images/Tesis/01420/1050X700/tsr01420638484569333940400.jpg,7.8,Marmaris Siteler ,100.0,2.0,"0",1,1,1,1,1,0,1,3,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,92
442,Mert Seaside Hotel,6960.0,https://cdn.tatilsepeti.com/Files/Images/Tesis/06850/1050X700/tsr06850637092449324781022.jpg,8.2,Marmaris Siteler ,,-1.0,"0",0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,95
333,My Dream Hotel,6120.0,https://cdn.tatilsepeti.com/Files/Images/Tesis/04986/1050X700/tsr04986638166376645365150.jpg,6.6,Marmaris Siteler ,50.0,-1.0,"0",1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,95
737,Oscar Garden Hotel,7560.0,https://cdn.tatilsepeti.com/Files/Images/Tesis/11436/1050X700/tsr11436638027581744831302.jpg,,Antalya Muratpaşa ,500.0,-1.0,"0",0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,14
581,Martı Hemithea Hotel,41368.1,https://cdn.tatilsepeti.com/Files/Images/Tesis/04094/1050X700/tsr04094637338850352800040.jpg,9.9,Marmaris Hisarönü ,0.0,2.0,"1",1,0,1,1,1,0,0,1,0,0,1,1,1,1,1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,115
334,Nex Royal Beach Hotel,9065.0,https://cdn.tatilsepeti.com/Files/Images/Tesis/13004/1050X700/tsr13004638198438166375646.jpg,5.9,Antalya Kemer Beldibi ,,-1.0,"0",0,1,1,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,35
739,Otel Safran Palas,9693.8,https://cdn.tatilsepeti.com/Files/TesisResim/10515/tsr10515637101993532831361.jpg,,İzmir Foça ,,-1.0,"0",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
738,Otel Gümüşlük,11848.9,https://cdn.tatilsepeti.com/Files/TesisResim/02933/tsr02933635488092273782500.jpg,8.3,Bodrum Gümüşlük ,50.0,,"0",1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,60
430,Kleopatra İkiz Otel,5283.5,https://cdn.tatilsepeti.com/Files/Images/Tesis/01618/1050X700/tsr01618637278945822814872.jpg,7.3,Antalya Alanya Kleopatra ,50.0,-1.0,"0",1,1,1,1,1,0,0,1,1,0,0,1,0,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0,120
336,Old Town Point Hotel,8150.8,https://cdn.tatilsepeti.com/Files/Images/Tesis/11511/1050X700/tsr11511638029846339871264.jpg,,Antalya Antalya Merkez ,500.0,-1.0,"0",1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,13
335,Ni Marin Hotel,14599.2,https://cdn.tatilsepeti.com/Files/Images/Tesis/13815/1050X700/tsr13815638451482109226406.jpg,,Bodrum Güllük ,0.0,,"1",1,0,0,1,2,0,0,2,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,15
337,Olive Tree Hotel,14400.0,https://cdn.tatilsepeti.com/Files/Images/Tesis/12612/1050X700/tsr12612637962833544317405.jpg,,Bodrum Gündoğan ,50.0,,"0",1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,50
740,Otto Palace Boutique Hotel,8277.6,https://cdn.tatilsepeti.com/Files/Images/Tesis/12260/1050X700/tsr12260637837989349613095.jpg,,Antalya Adrasan ,,-1.0,"0",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
741,Park Ulusoy Hotel,8184.9,https://cdn.tatilsepeti.com/Files/Images/Tesis/13032/1050X700/tsr13032638348639677036951.jpg,,İzmir Bornova ,,,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
445,Miranda Moral Beach Hotel,20659.2,https://cdn.tatilsepeti.com/Files/Images/Tesis/12309/1050X700/tsr12309637856232055793612.jpg,,Antalya Kemer ,,-1.0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
887,Morino Alaçatı,38400.0,https://cdn.tatilsepeti.com/Files/Images/Tesis/13147/1050X700/tsr13147638205308332705927.jpg,,Çeşme Alaçatı ,,,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67
444,Mira Su Hotel,4866.4,https://cdn.tatilsepeti.com/Files/Images/Tesis/12873/1050X700/tsr12873638188192173189437.jpg,0.7,Antalya Kemer Çamyuva ,300.0,-1.0,"0",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64
742,Payava Hotel By True Blue,23400.4,https://cdn.tatilsepeti.com/Files/Images/Tesis/12217/1050X700/tsr12217637910709985258841.jpg,,Antalya Kalkan ,200.0,,"0",0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,123
443,Meryem Ana,28800.0,https://cdn.tatilsepeti.com/Files/Images/Tesis/03475/1050X700/tsr03475638439303660008461.jpg,8.2,Didim Altınkum ,,-1.0,"0",0,1,1,1,1,0,1,1,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,1,1,75
886,More Hotel,6238.0,https://cdn.tatilsepeti.com/Files/Images/Tesis/02789/1050X700/tsr02789638205357763346106.jpg,7.1,Antalya Kemer Beldibi ,50.0,-1.0,"0",0,0,2,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,35
888,My Dream Alaçatı,18000.0,https://cdn.tatilsepeti.com/Files/Images/Tesis/11199/1050X700/tsr11199637310388997356144.jpg,,Çeşme Alaçatı ,,-1.0,"0",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,68
446,Mustis Royal Plaza Hotel,12000.0,https://cdn.tatilsepeti.com/Files/Images/Tesis/13279/1050X700/tsr13279638500104886078115.jpg,,Marmaris Armutalan ,,,"0",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,90
748,Route Hotel Adult Only +12,12513.6,"",,"",,,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338,Premier Nergis Beach,16392.4,https://cdn.tatilsepeti.com/Files/Images/Tesis/10608/1050X700/tsr10608637400884246279855.jpg,8.9,Marmaris Merkez Armutalan ,0.0,2.0,"1",1,1,1,1,1,0,1,3,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,1,1,0,1,0,95
744,Ramiz Alaçatı,8000.0,https://cdn.tatilsepeti.com/Files/Images/Tesis/13154/1050X700/tsr13154638199401017643046.jpg,,Çeşme Alaçatı ,,-1.0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
743,Pure Blanche,19370.8,https://cdn.tatilsepeti.com/Files/Images/Tesis/11072/1050X700/tsr11072638342718662283745.jpg,,Antalya Muratpaşa ,,,"0",0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,23
746,Rayana Hotel,9044.0,https://cdn.tatilsepeti.com/Files/Images/Tesis/09931/1050X700/tsr09931637896084643666880.jpg,,Marmaris Bozburun ,50.0,-1.0,"0",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,135
745,Ramona Hotel,6594.6,https://cdn.tatilsepeti.com/Files/TesisResim/10138/tsr10138636981807507342868.jpg,7.8,Antalya Lara ,300.0,-1.0,"0",0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,10
747,Rose Garden Butik,7786.2,https://cdn.tatilsepeti.com/Files/TesisResim/06629/tsr06629636082524783795279.jpg,7.9,Didim Akbük ,100.0,-1.0,"0",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,133
447,Myra Hotel,9431.5,https://cdn.tatilsepeti.com/Files/Images/Tesis/02149/1050X700/tsr02149638455909421144889.jpg,6.5,Marmaris Siteler ,200.0,-1.0,"0",0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,90
308,Ege Palas Business Hotel,13484.3,https://cdn.tatilsepeti.com/Files/Images/Tesis/01046/1050X700/tsr01046638146583006392231.jpg,8.4,İzmir Alsancak ,,,"0",1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,18
339,Quadas Hotel,11880.0,https://cdn.tatilsepeti.com/Files/Images/Tesis/07675/1050X700/tsr07675638429997103370975.jpg,9.1,Marmaris İçmeler ,0.0,2.0,"0",0,1,1,1,1,0,1,2,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,90
749,Royal Hayat Hotel,12000.0,https://cdn.tatilsepeti.com/Files/Images/Tesis/13723/1050X700/tsr13723638418793615460987.jpg,,Antalya Kaleiçi ,,-1.0,"0",0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,10
